Fold,Date,Stock_Code,Stock_Name,Predict_Prob,Actual_Return,Error_Type,Possible_Reason
2,2025-02-27 00:00:00+00:00,0883.HK,中国海洋石油,0.8008570474151364,-0.0029761904761904656,False Positive,高概率预测但实际下跌
2,2025-02-28 00:00:00+00:00,0883.HK,中国海洋石油,0.8019299740438082,-0.016417910447761197,False Positive,高概率预测但实际下跌
2,2025-02-05 00:00:00+00:00,0939.HK,建设银行,0.7524065874113698,-0.010457516339869244,False Positive,高概率预测但实际下跌
2,2025-02-03 00:00:00+00:00,0012.HK,恒基地产,0.25163686898206955,2.3176470588235296,False Negative,低概率预测但实际上涨
2,2025-02-04 00:00:00+00:00,0012.HK,恒基地产,0.2108124786662284,0.009219858156028549,False Negative,低概率预测但实际上涨
2,2025-02-12 00:00:00+00:00,0012.HK,恒基地产,0.21896884206464914,0.037572254335260125,False Negative,低概率预测但实际上涨
2,2025-02-04 00:00:00+00:00,0016.HK,新鸿基地产,0.2262666102043231,0.0344827586206895,False Negative,低概率预测但实际上涨
2,2025-02-12 00:00:00+00:00,0016.HK,新鸿基地产,0.2519505431288114,0.055974842767295696,False Negative,低概率预测但实际上涨
2,2025-02-14 00:00:00+00:00,0016.HK,新鸿基地产,0.29588649224762975,0.042971147943523524,False Negative,低概率预测但实际上涨
2,2025-02-27 00:00:00+00:00,0016.HK,新鸿基地产,0.22053323770061412,0.010520487264673362,False Negative,低概率预测但实际上涨
2,2025-02-03 00:00:00+00:00,0388.HK,香港交易所,0.2670857474686462,0.1548571428571428,False Negative,低概率预测但实际上涨
2,2025-02-04 00:00:00+00:00,0388.HK,香港交易所,0.21309841327792511,0.04106877783275609,False Negative,低概率预测但实际上涨
2,2025-02-07 00:00:00+00:00,0388.HK,香港交易所,0.2137405103194576,0.018553758325404512,False Negative,低概率预测但实际上涨
3,2025-03-10 00:00:00+00:00,0005.HK,汇丰银行,0.8389168987961395,-0.004395604395604491,False Positive,高概率预测但实际下跌
3,2025-03-24 00:00:00+00:00,0005.HK,汇丰银行,0.733448435351895,-0.017391304347825987,False Positive,高概率预测但实际下跌
3,2025-03-13 00:00:00+00:00,0012.HK,恒基地产,0.7195040301450639,-0.016905071521456594,False Positive,高概率预测但实际下跌
3,2025-03-25 00:00:00+00:00,0012.HK,恒基地产,0.8806395641445136,-0.01851851851851838,False Positive,高概率预测但实际下跌
3,2025-03-28 00:00:00+00:00,0012.HK,恒基地产,0.7100873581457259,-0.007323568575232975,False Positive,高概率预测但实际下跌
3,2025-03-13 00:00:00+00:00,0016.HK,新鸿基地产,0.7367849633010428,-0.0017142857142857792,False Positive,高概率预测但实际下跌
3,2025-03-21 00:00:00+00:00,0016.HK,新鸿基地产,0.8342582596938455,-0.014933333333333354,False Positive,高概率预测但实际下跌
3,2025-03-25 00:00:00+00:00,0016.HK,新鸿基地产,0.8041949788906162,-0.002216066481994461,False Positive,高概率预测但实际下跌
3,2025-03-10 00:00:00+00:00,0388.HK,香港交易所,0.8199670176868836,-0.01930147058823528,False Positive,高概率预测但实际下跌
3,2025-03-14 00:00:00+00:00,0388.HK,香港交易所,0.74606792856253,-0.0087890625,False Positive,高概率预测但实际下跌
3,2025-03-05 00:00:00+00:00,0012.HK,恒基地产,0.2685549529120316,0.0033602150537634934,False Negative,低概率预测但实际上涨
3,2025-03-06 00:00:00+00:00,0012.HK,恒基地产,0.15064207353199124,0.016075016744808934,False Negative,低概率预测但实际上涨
3,2025-03-07 00:00:00+00:00,0012.HK,恒基地产,0.16996413694005777,0.012524719841793042,False Negative,低概率预测但实际上涨
3,2025-03-20 00:00:00+00:00,0012.HK,恒基地产,0.20864397319771133,0.003853564547206423,False Negative,低概率预测但实际上涨
3,2025-03-04 00:00:00+00:00,0016.HK,新鸿基地产,0.13242043753864838,3.598105548037889,False Negative,低概率预测但实际上涨
3,2025-03-27 00:00:00+00:00,0388.HK,香港交易所,0.2645053194212582,0.008964143426294813,False Negative,低概率预测但实际上涨
3,2025-03-07 00:00:00+00:00,0700.HK,腾讯控股,0.19695157540328398,0.016666666666666607,False Negative,低概率预测但实际上涨
3,2025-03-03 00:00:00+00:00,0883.HK,中国海洋石油,0.19948688685512447,0.003250270855904569,False Negative,低概率预测但实际上涨
3,2025-03-07 00:00:00+00:00,0883.HK,中国海洋石油,0.17322325660970234,0.007374631268436627,False Negative,低概率预测但实际上涨
3,2025-03-14 00:00:00+00:00,0883.HK,中国海洋石油,0.1988586631890155,0.006015037593984918,False Negative,低概率预测但实际上涨
4,2025-04-15 00:00:00+00:00,0005.HK,汇丰银行,0.703258920134498,-0.009638554216867434,False Positive,高概率预测但实际下跌
4,2025-04-15 00:00:00+00:00,0388.HK,香港交易所,0.7407553459454064,-0.01754385964912286,False Positive,高概率预测但实际下跌
