Feature,Gain_Importance,Split_Importance,Mean_Contrib_Value,Impact_Direction
HSI_Return_60d,0.0878074818076222,0.049107142857142856,-0.0013985669950079343,Negative
US_10Y_Yield,0.08486299964267831,0.056051587301587304,-0.00022559201408863623,Negative
HSI_Return_20d,0.063763267889752,0.03968253968253968,-0.0001953057404997896,Negative
HSI_Return_10d,0.058473362798097235,0.05357142857142857,0.0017213831188184175,Positive
SP500_Return_20d,0.04014478654042464,0.033234126984126984,-0.0005764702811068694,Negative
NASDAQ_Return_5d,0.03983957985710087,0.034722222222222224,3.707786050102817e-05,Positive
VIX_Ratio_MA20,0.03950290438099207,0.036210317460317464,0.00017359914324317272,Positive
SP500_Return_5d,0.033714237586437254,0.028273809523809524,0.00024301395448219818,Positive
HSI_Return_5d,0.02965553178026532,0.027281746031746032,-0.0009745745749918649,Negative
NASDAQ_Return_20d,0.028517002619599247,0.026785714285714284,4.0236366620515724e-05,Positive
ADX,0.01957983796789847,0.023809523809523808,-0.00010378876425747668,Negative
HSI_Return_3d,0.019388690739557086,0.021825396825396824,0.0008943025168950727,Positive
-DI,0.016732524814876342,0.018353174603174604,-4.742673719660834e-05,Negative
Volatility,0.016239455012426608,0.020833333333333332,-0.0006382246422850388,Negative
HSI_Return_1d,0.015749990287206216,0.01488095238095238,-5.101923452480865e-06,Negative
RS_Diff_60d,0.014460299780361303,0.017361111111111112,0.00135978066001212,Positive
SP500_Return,0.014306050583558487,0.015873015873015872,-0.0009985858153911135,Negative
VIX_Change,0.014170455890982795,0.01636904761904762,1.2878478130364674e-05,Positive
NASDAQ_Return,0.013715475669857544,0.01488095238095238,-0.00018164711259856034,Negative
ATR_MA,0.013116069780504088,0.01636904761904762,0.0001789737644546269,Positive
Return_60d,0.012832924342735261,0.015376984126984126,0.0012188755147797407,Positive
Turnover_Std_20,0.012729505530970577,0.017361111111111112,1.5038155660313988e-05,Positive
OBV,0.012188609558769966,0.01636904761904762,-4.266540033195723e-05,Negative
RS_Ratio_20d,0.012175429144309578,0.01636904761904762,0.0022784009163072287,Positive
RS_Ratio_60d,0.011813670479405472,0.015376984126984126,-0.0007566613372954345,Negative
US_10Y_Yield_Change,0.011438070178077443,0.011904761904761904,-0.0012655253876342597,Negative
MACD_signal,0.010353250955525861,0.01240079365079365,-3.674737878040676e-05,Negative
MACD,0.010317461452187204,0.012896825396825396,-0.00016806338915958586,Negative
ATR_Ratio,0.010235364717674148,0.011904761904761904,-0.00036922106287142663,Negative
Turnover_Mean_20,0.010032263065515277,0.013888888888888888,0.0002835082133243874,Positive
Return_20d,0.009885693967366289,0.011408730158730158,9.145049212142223e-05,Positive
+DI,0.009308795661966494,0.011904761904761904,9.02864805360545e-05,Positive
Vol_Mean_20,0.008819968907000163,0.011408730158730158,0.0008185065249845987,Positive
CMF_Signal,0.008632303203149661,0.010912698412698412,-0.000426132267426058,Negative
ATR,0.008222530985682692,0.010416666666666666,0.0009205758311710259,Positive
CMF,0.007838223332258004,0.011904761904761904,0.0004746752209273407,Positive
MACD_histogram,0.007837496391757234,0.010912698412698412,-0.00021431127101868917,Negative
BB_width,0.007424711744185855,0.009424603174603174,-0.00010097185327730594,Negative
RS_Ratio_10d,0.007314070739006309,0.008432539682539682,-0.0018684534896621307,Negative
RSI,0.007170283536753889,0.008928571428571428,-0.0009654181323972008,Negative
Vol_Std_20,0.007027988976220732,0.008928571428571428,-0.0008626994943042374,Negative
RS_Diff_20d,0.006393459219776084,0.006944444444444444,-0.0002013349412534746,Negative
BB_Width,0.006296853040858367,0.006448412698412698,8.896965036195706e-06,Positive
VWAP,0.006132013929694354,0.008432539682539682,-0.000441289648926846,Negative
Turnover,0.005995731789115303,0.007936507936507936,0.001462667521431821,Positive
Price_Percentile,0.005862417510897021,0.006944444444444444,0.000512825137572234,Positive
TP,0.005330751641154802,0.00744047619047619,0.0,Negative
Return_10d,0.0052916848506758965,0.006448412698412698,0.0,Negative
Stoch_D,0.005168681725968882,0.00744047619047619,0.0003009631262928491,Positive
