Feature,Gain_Importance,Split_Importance,Mean_Contrib_Value,Impact_Direction
Vol_Ratio,0.005104383455081554,0.006944444444444444,-0.0001626906594264104,Negative
ROC,0.004903783899314278,0.006944444444444444,-0.0005310662643637313,Negative
MACD_Hist_ROC,0.004819483445676381,0.006944444444444444,0.0015724330593297872,Positive
Price_Ratio_MA20,0.004149798827729843,0.00496031746031746,0.0007857575911988549,Positive
Low_Min,0.004062137947336704,0.00496031746031746,0.00023382942910255605,Positive
MA10_Deviation,0.004002972190341907,0.005456349206349206,-0.0009234440651163724,Negative
RS_Diff_10d,0.003825175196560363,0.00496031746031746,-0.00046803971299283216,Negative
Returns,0.0036589202805444357,0.003968253968253968,0.0,Negative
Price_Ratio_MA50,0.003651348508890382,0.005456349206349206,0.0,Negative
Turnover_Z_Score,0.0033111034350642612,0.004464285714285714,0.0,Negative
RS_Diff_5d,0.0031640091787623064,0.003472222222222222,0.0,Negative
MA5_Deviation,0.0031186851762204136,0.004464285714285714,0.0,Negative
High_Max,0.0030129342770099567,0.004464285714285714,0.0,Negative
Williams_R,0.002680794135355844,0.003472222222222222,0.0,Negative
RS_Ratio_5d,0.0025781901956835975,0.003472222222222222,0.0,Negative
Return_5d,0.002489776361202034,0.003472222222222222,0.0001233016409768392,Positive
RS_Ratio_3d,0.0024830169358201998,0.003968253968253968,0.0,Negative
BB_Breakout,0.002150367050598182,0.002976190476190476,-0.00015503674047961087,Negative
Vol_Z_Score,0.0021037100995498115,0.00248015873015873,1.5143540942561853e-05,Positive
Stoch_K,0.0019922744524453616,0.002976190476190476,0.0004967268898133895,Positive
MF_Volume,0.0019846680038763656,0.002976190476190476,-0.0005847151508231153,Negative
Price_Pct_20d,0.0018634304038952353,0.002976190476190476,-0.005043595485416273,Negative
RS_Ratio_1d,0.00141986861337395,0.001984126984126984,-0.0036274820714096555,Negative
Relative_Return,0.0013021631723170207,0.001984126984126984,0.015567906805831602,Positive
+DM,0.001259554261267825,0.001984126984126984,-0.003032615100245039,Negative
BB_position,0.0012074032971605391,0.001488095238095238,-3.1439109274853075e-06,Negative
Momentum_10d,0.0011815839852096519,0.001488095238095238,3.521299774734963e-05,Positive
60d_Trend,0.0011442819640711459,0.001488095238095238,0.0002569934342170663,Positive
Price_Ratio_MA5,0.0010742944129769117,0.001488095238095238,3.844007973754898e-05,Positive
RSI_ROC,0.0009781810286652697,0.001488095238095238,0.0002587422461673562,Positive
Return_3d,0.0007892573011061288,0.000992063492063492,-3.070105313036085e-07,Negative
Turnover_Rate,0.000705762277242101,0.000992063492063492,0.0006384744723064259,Positive
RS_Diff_1d,0.0006157449482212833,0.000992063492063492,0.0005844918747826403,Positive
-DM,0.000598232586848171,0.000992063492063492,-0.003927257005297864,Negative
MACD_Hist,0.0005750370591694261,0.000992063492063492,-0.0006508635589001782,Negative
Multi_Period_Trend_Score,0.0005732994128891142,0.000992063492063492,0.0004292272568611111,Positive
MF_Multiplier,0.0005266241909543138,0.000992063492063492,0.00033332694633180816,Positive
Momentum_5d,0.00046952221792317446,0.000496031746031746,0.0,Negative
Multi_Period_RS_Score,0.0003315742162907267,0.000496031746031746,-0.0020198567549495447,Negative
RS_Diff_3d,0.0003264355884969228,0.000496031746031746,0.0,Negative
3d_RS_Signal,0.0,0.0,0.0,Negative
60d_RS_Signal,0.0,0.0,6.689393491768897e-05,Positive
20d_RS_Signal,0.0,0.0,-0.0002275509629156787,Negative
10d_Trend,0.0,0.0,0.00024196246429469397,Positive
10d_RS_Signal,0.0,0.0,0.0002147493462812825,Positive
20d_Trend,0.0,0.0,0.0006627373284880089,Positive
3d_Trend,0.0,0.0,-0.002840882548582781,Negative
Return_1d,0.0,0.0,-0.0017560921890175086,Negative
BB_Position,0.0,0.0,-0.003419820572535318,Negative
5d_Trend,0.0,0.0,0.0029611643258046906,Positive
5d_RS_Signal,0.0,0.0,-0.0005644324355573627,Negative
Outperforms_HSI,0.0,0.0,-0.00046400480745910474,Negative
Strong_Volume_Up,0.0,0.0,0.004443073099376041,Positive
Weak_Volume_Down,0.0,0.0,0.0004098172700029437,Positive
